Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_032.jpg;0;1;0;2.705331;114.5218;15.49631;1.349049;94.24719;-0.001255559
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_098.jpg;0;1;0;2.761396;114.5102;15.66183;1.358071;94.23367;-0.001413786
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_165.jpg;0;1;0;2.803851;114.4945;15.88616;1.352135;94.21664;-0.001390427
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_231.jpg;2.994911;1;0;2.845702;114.4815;16.05735;1.353998;94.40875;-0.002274314
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_298.jpg;6.012606;1;0;2.900143;114.4656;16.23064;1.349847;94.94901;0.01075893
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_365.jpg;5.969943;1;0;2.939095;114.439;16.46416;1.304401;96.15991;0.05906738
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_432.jpg;2.960464;1;0;2.981405;114.4175;16.64186;1.259246;96.84262;0.07254412
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_498.jpg;0;1;0;3.037174;114.3957;16.82234;1.232052;97.16711;0.06832401
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_565.jpg;0;1;0;3.07727;114.3661;17.06771;1.250743;97.23645;0.05175044
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_631.jpg;0;1;0;3.117327;114.3435;17.25509;1.298273;97.2222;0.03004378
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_698.jpg;0;1;0;3.170583;114.3205;17.44517;1.364477;97.19571;-0.0008842399
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_764.jpg;0;1;0;3.210245;114.2889;17.70135;1.398201;97.1777;-0.001609055
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_831.jpg;0;1;0;3.252417;114.2652;17.89594;1.396132;97.15982;-0.001623545
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_898.jpg;0;1;0;3.306506;114.2412;18.0929;1.390588;97.14709;-0.001127687
..\training_data\3\IMG\robocam_2017_05_29_23_41_12_964.jpg;0;1;0;3.346955;114.209;18.3594;1.3925;97.1243;-0.001563861
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_031.jpg;0;1;0;3.386846;114.1845;18.56213;1.39826;97.10751;-0.001585516
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_098.jpg;0;1;0;3.43995;114.1599;18.76722;1.402546;97.09161;-0.001491482
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_164.jpg;0;1;0;3.479141;114.1266;19.04432;1.405674;97.07004;-0.001505496
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_231.jpg;0;1;0;3.518615;114.1014;19.25492;1.409527;97.05313;-0.001523627
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_297.jpg;0;1;0;3.571565;114.076;19.46788;1.413735;97.03586;-0.001536633
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_364.jpg;0;1;0;3.610345;114.0418;19.75539;1.414424;97.01334;-0.001549364
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_431.jpg;0;1;0;3.649791;114.0159;19.9738;1.418299;96.99484;-0.001665262
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_497.jpg;0;1;0;3.701053;113.9898;20.19452;1.421176;96.97665;-0.001689351
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_564.jpg;0;1;0;3.739811;113.9546;20.49248;1.428034;96.95187;-0.001600956
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_631.jpg;0;0.8009705;0;3.777395;113.9281;20.71829;1.426618;96.9343;-0.001106173
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_697.jpg;0;0.6007466;0;3.8131;113.9015;20.94552;1.420224;96.91144;-0.001055068
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_764.jpg;0;0.4007702;0;3.828841;113.866;21.24928;1.37614;96.87793;-0.0009682116
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_830.jpg;0;0.2020294;0;3.836247;113.8396;21.47674;1.301882;96.85263;-0.000868125
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_897.jpg;0;0.00147064;0;3.831319;113.8134;21.70311;1.182938;96.82803;-0.0007395256
..\training_data\3\IMG\robocam_2017_05_29_23_41_13_963.jpg;0;0;0;3.81975;113.7787;22.0027;0.9568105;96.79749;-0.000429975
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_030.jpg;0;0;0;3.807561;113.753;22.22588;0.7508348;96.77661;4.259228E-06
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_096.jpg;0;0;0;3.791224;113.7273;22.44798;0.526168;96.75974;0.004467669
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_163.jpg;0;0;0;3.778986;113.693;22.74273;0.2144778;96.74469;0.02078788
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_230.jpg;0;0;0;3.766588;113.6672;22.96292;359.9825;96.73935;0.04145075
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_297.jpg;0;0;0;3.749495;113.642;23.18333;359.8036;96.71927;0.0206171
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_363.jpg;0;0;0;3.736326;113.608;23.4765;359.5968;96.69879;359.9815
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_429.jpg;0;0;0;3.723091;113.5818;23.69604;359.4811;96.70639;359.9916
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_496.jpg;0;0;0;3.70539;113.5556;23.91516;359.3873;96.71808;0.01494494
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_563.jpg;0;0;0;3.692349;113.5215;24.20674;359.2936;96.71735;0.02457426
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_627.jpg;0;0;0;3.678713;113.4961;24.42501;359.2522;96.70932;0.009382053
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_693.jpg;0;0;0;3.661889;113.4705;24.64254;359.2127;96.70697;5.723825E-05
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_759.jpg;0;0;0;3.649368;113.4448;24.85962;359.1932;96.71033;0.00142676
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_829.jpg;0;0;0;3.635485;113.4107;25.14844;359.2016;96.71365;0.005414971
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_895.jpg;0;0;0;3.618929;113.3853;25.36416;359.2058;96.7142;0.006597708
..\training_data\3\IMG\robocam_2017_05_29_23_41_14_962.jpg;0;0;0;3.606582;113.3516;25.65059;359.2087;96.71436;0.007650474
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_029.jpg;0;0;0;3.593544;113.3265;25.86517;359.2483;96.70975;-0.004618055
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_096.jpg;0;0;0;3.576752;113.3014;26.07883;359.2787;96.7085;359.9873
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_162.jpg;0;0;0;3.564593;113.268;26.36241;359.3088;96.70816;359.9788
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_229.jpg;0;0;0;3.55249;113.2431;26.57412;359.3238;96.70816;359.9736
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_295.jpg;0;0;0;3.535579;113.2178;26.78544;359.3633;96.71997;0.001715687
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_362.jpg;0;0;0;3.52355;113.1847;27.06584;359.3989;96.72318;0.02302605
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_429.jpg;0;0;0;3.511621;113.1601;27.27513;359.4147;96.72363;0.03592113
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_495.jpg;0;0.2011861;0;3.498369;113.1357;27.48403;359.438;96.71832;0.03466313
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_562.jpg;0;0.4008673;0;3.497741;113.103;27.7634;359.515;96.71179;0.01916387
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_628.jpg;0;0.6005306;0;3.506068;113.0782;27.97428;359.6086;96.71082;0.01108794
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_695.jpg;0;0.7996577;0;3.531821;113.0532;28.18714;359.7462;96.7106;0.003754009
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_762.jpg;0;0.6006692;0;3.556132;113.0194;28.47411;359.989;96.71051;-0.005032206
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_828.jpg;0;0.3987737;0;3.573554;112.9939;28.6906;0.1828535;96.71045;359.9892
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_895.jpg;0;0.199884;0;3.582194;112.9684;28.90708;0.3583943;96.71039;359.9842
..\training_data\3\IMG\robocam_2017_05_29_23_41_15_961.jpg;0;0;0;3.578424;112.9343;29.19378;0.5074118;96.71954;-0.001516582
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_028.jpg;0;0;0;3.56752;112.9091;29.40692;0.5522219;96.72211;-0.001272352
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_094.jpg;0;0;0;3.552104;112.884;29.61851;0.5476214;96.72427;-0.001343267
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_161.jpg;0;0;0;3.540596;112.8509;29.89847;0.478605;96.72687;-0.001228245
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_228.jpg;0;0;0;3.529105;112.8263;30.107;0.3902367;96.72855;-0.001061325
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_295.jpg;0;0;0;3.51376;112.8017;30.31446;0.2793578;96.73001;-0.0008297794
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_361.jpg;0;0;0;3.502212;112.7692;30.5896;0.1092567;96.73178;-0.0004689631
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_428.jpg;0;0;0;3.490639;112.7449;30.795;359.9734;96.73276;-0.0008352253
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_494.jpg;0;0;0;3.474945;112.7206;31.00012;359.8619;96.73486;0.0008886042
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_562.jpg;0;0;0;3.462954;112.6883;31.27267;359.7236;96.73648;-0.0007571058
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_627.jpg;0;0;0;3.45094;112.6642;31.47658;359.6384;96.73792;-0.0005112171
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_694.jpg;0;0;0;3.434919;112.6401;31.67998;359.5659;96.73947;0.0007692704
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_760.jpg;0;0;0;3.422963;112.6081;31.95033;359.4836;96.7406;0.001310432
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_827.jpg;0;0;0;3.41068;112.5842;32.15257;359.4392;96.74088;0.0009658508
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_893.jpg;0;0;0;3.395189;112.5604;32.35407;359.3932;96.74097;0.0005493741
..\training_data\3\IMG\robocam_2017_05_29_23_41_16_960.jpg;0;0;0;3.382821;112.5365;32.5554;359.3792;96.74121;0.0003947867
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_027.jpg;0;0;0;3.371259;112.505;32.82264;359.3532;96.74106;-0.001472977
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_093.jpg;0;0;0;3.355966;112.4813;33.02244;359.3449;96.7428;0.001419955
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_160.jpg;0;0;0;3.343604;112.4577;33.22179;359.3523;96.74347;0.002651543
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_227.jpg;0;0;0;3.332224;112.4264;33.48642;359.3551;96.74365;0.003605801
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_293.jpg;0;0;0;3.317128;112.403;33.68403;359.3526;96.74368;0.004130954
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_359.jpg;0;0;0;3.305041;112.3798;33.88141;359.3774;96.74133;-0.002242685
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_427.jpg;0;0;0;3.293773;112.3488;34.14328;359.397;96.74057;359.9918
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_493.jpg;0;0;0;3.282596;112.3257;34.33878;359.4043;96.74048;359.9882
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_560.jpg;0;0;0;3.267395;112.3023;34.53376;359.4232;96.7482;0.004635702
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_626.jpg;0;0;0;3.255994;112.2716;34.79269;359.4461;96.75204;0.02440015
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_693.jpg;0;0;0;3.244964;112.2488;34.98595;359.4541;96.75256;0.03582278
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_759.jpg;0;0;0;3.230012;112.2263;35.17875;359.4715;96.74527;0.02687034
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_826.jpg;0;0;0;3.218773;112.1961;35.43465;359.4899;96.7417;0.01558785
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_893.jpg;0;0;0;3.207887;112.1735;35.62564;359.4937;96.74124;0.008809661
..\training_data\3\IMG\robocam_2017_05_29_23_41_17_959.jpg;0;0;0;3.193435;112.151;35.81586;359.49;96.74115;0.002554107
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_027.jpg;0;0.1988794;0;3.18456;112.121;36.06934;359.5175;96.74164;-0.003524292
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_092.jpg;0;0.3990662;0;3.18409;112.0985;36.2599;359.557;96.74173;359.9922
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_159.jpg;0;0.5982804;0;3.198101;112.0758;36.45175;359.6302;96.74179;359.9884
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_226.jpg;0;0.5989475;0;3.219002;112.0452;36.7106;359.796;96.74182;359.9843
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_292.jpg;0;0.4016461;0;3.237276;112.022;36.90635;359.9492;96.74185;359.9819
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_359.jpg;0;0.2001906;0;3.24727;111.9989;37.10241;0.09839755;96.74188;359.9801
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_426.jpg;0;0.001814067;0;3.244462;111.9681;37.36267;0.2517705;96.74188;359.9786
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_493.jpg;0;0;0;3.234747;111.945;37.55621;0.3103028;96.74579;359.9868
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_559.jpg;0;0;0;3.220711;111.9221;37.74839;0.3278292;96.75089;-0.00288135
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_626.jpg;0;0;0;3.210209;111.8919;38.00276;0.2973065;96.75293;-0.0005470978
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_692.jpg;0;0;0;3.196222;111.8695;38.19225;0.2422913;96.75357;-0.0004547085
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_758.jpg;0;0;0;3.185734;111.8471;38.38075;0.1667788;96.75421;-0.0002985435
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_825.jpg;0;0;0;3.175236;111.8175;38.63074;0.04404153;96.75479;-0.000675286
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_892.jpg;0;0;0;3.164726;111.7953;38.81735;359.9437;96.7558;0.0005163375
..\training_data\3\IMG\robocam_2017_05_29_23_41_18_958.jpg;0;0;0;3.150486;111.7733;39.00343;359.8494;96.75586;-0.0006013822
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_025.jpg;0;0;0;3.139557;111.7439;39.2508;359.7398;96.75751;0.0008018335
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_091.jpg;0;0;0;3.128695;111.722;39.43565;359.6611;96.75742;-0.001047385
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_158.jpg;0;0;0;3.1142;111.7001;39.62015;359.6008;96.75851;-0.0001908064
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_224.jpg;0;0;0;3.103425;111.6708;39.86536;359.5334;96.76578;0.01781346
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_292.jpg;0;0;0;3.092633;111.6492;40.04875;359.4941;96.76263;0.01808836
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_358.jpg;0;0;0;3.078061;111.6277;40.23167;359.4661;96.75815;0.009332866
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_425.jpg;0;0;0;3.067593;111.5989;40.47454;359.4258;96.75696;0.002077846
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_491.jpg;0;0;0;3.056791;111.5773;40.65638;359.4219;96.75708;-0.002206907
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_557.jpg;0;0;0;3.042584;111.5559;40.83751;359.4129;96.75699;359.993
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_624.jpg;-1.510772;0;0;3.032232;111.5276;41.07829;359.414;96.68802;359.9929
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_691.jpg;-4.482379;0;0;3.020799;111.5093;41.2585;359.4204;96.28702;359.9356
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_757.jpg;-7.489625;0;0;3.004689;111.4944;41.4385;359.4409;95.52069;359.8263
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_824.jpg;-10.48661;0;0;2.990684;111.4822;41.67798;359.4888;93.86682;359.5578
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_890.jpg;-13.50483;0;0;2.974665;111.4801;41.85703;359.5531;92.17844;359.2667
..\training_data\3\IMG\robocam_2017_05_29_23_41_19_957.jpg;-15;0;0;2.951668;111.483;42.03674;359.7274;90.28317;359.001
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_024.jpg;-15;0;0;2.935998;111.4949;42.27614;0.07058605;87.6552;358.7659
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_091.jpg;-15;0;0;2.916309;111.508;42.44991;0.08452822;85.58853;358.7947
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_157.jpg;-15;0;0;2.898483;111.5285;42.61904;359.9236;83.53162;358.8882
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_224.jpg;-11.99145;0;0;2.885121;111.5669;42.84439;359.8532;81.16283;358.9442
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_290.jpg;-9.021841;0;0;2.873842;111.6006;43.01343;359.8913;79.71825;358.9846
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_356.jpg;-6.022927;0;0;2.859544;111.6371;43.18174;359.9493;78.57552;359.0182
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_424.jpg;-3.030903;0;0;2.850454;111.6876;43.40444;359.9916;77.61134;359.0541
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_490.jpg;-0.02342608;0;0;2.841281;111.7251;43.57056;-0.004013984;77.33778;359.1119
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_556.jpg;-1.518873;0;0;2.828704;111.7623;43.73586;359.9814;77.24926;359.1861
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_623.jpg;-4.492212;0;0;2.818915;111.8153;43.9542;359.9497;76.72504;359.229
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_690.jpg;-7.489585;0;0;2.808214;111.8588;44.11605;359.9228;75.90793;359.1973
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_756.jpg;-10.48396;0;0;2.791976;111.9064;44.2761;359.9071;74.72627;359.1091
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_823.jpg;-13.47452;0;0;2.777597;111.9778;44.48589;359.9155;72.58173;358.8876
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_889.jpg;-15;0;0;2.763841;112.0361;44.64169;0.0006095544;70.6957;358.7655
..\training_data\3\IMG\robocam_2017_05_29_23_41_20_956.jpg;-15;0;0;2.742292;112.0972;44.79377;0.006894849;68.71686;358.7945
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_022.jpg;-15;0;0;2.728094;112.1875;44.99022;359.9569;66.0713;358.9107
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_089.jpg;-15;0;0;2.714406;112.2633;45.13319;359.9489;64.056;358.8778
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_155.jpg;-13.49246;0;0;2.697633;112.3435;45.27397;-0.002040999;62.08025;358.8459
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_222.jpg;-10.50286;0;0;2.686657;112.4538;45.45755;0.004114069;59.82748;358.8732
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_289.jpg;-7.510433;0;0;2.678508;112.539;45.59268;359.9841;58.54699;358.9512
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_355.jpg;-4.516215;0;0;2.667291;112.6262;45.72615;359.9678;57.62848;359.0107
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_422.jpg;-1.528001;0;0;2.658993;112.7424;45.90303;359.924;56.98527;359.1104
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_488.jpg;-4.544599;0;0;2.65009;112.8307;46.03398;359.8843;56.51637;359.1624
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_554.jpg;-7.530331;0;0;2.636699;112.9215;46.16258;359.8509;55.75049;359.1673
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_622.jpg;-10.52162;0;0;2.62497;113.0476;46.32926;359.8246;54.16303;359.0774
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_688.jpg;-13.50832;0;0;2.612206;113.1464;46.45055;359.8503;52.59518;358.9596
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_754.jpg;-15;0;0;2.592702;113.2495;46.56897;359.9652;50.7622;358.8536
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_821.jpg;-15;0;0;2.57583;113.3893;46.72004;0.006183509;48.16395;358.8314
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_888.jpg;-15;0;0;2.566081;113.4976;46.82745;359.9784;46.21976;358.8916
..\training_data\3\IMG\robocam_2017_05_29_23_41_21_954.jpg;-13.50516;0;0;2.548871;113.6106;46.92969;359.9861;44.28035;358.8827
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_021.jpg;-10.52626;0;0;2.53967;113.7641;47.06192;0.002234966;42.09169;358.8815
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_087.jpg;-7.536798;0;0;2.531453;113.8802;47.15852;359.9871;40.83823;358.914
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_154.jpg;-4.541137;0;0;2.521315;113.9973;47.25385;359.9862;39.94764;358.9695
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_220.jpg;-1.535219;0;0;2.513331;114.1529;47.37997;359.9617;39.32937;359.0667
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_287.jpg;-4.522086;0;0;2.504938;114.2702;47.4726;359.9331;38.87195;359.1189
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_354.jpg;-7.52046;0;0;2.49549;114.3892;47.56208;359.9081;38.07306;359.12
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_420.jpg;-4.524414;0;0;2.482783;114.5088;47.64975;359.8827;37.25726;359.1091
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_487.jpg;-1.515994;0;0;2.474742;114.6675;47.76656;359.8472;36.66471;359.1483
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_554.jpg;0;0;0;2.466466;114.7857;47.85436;359.8129;36.55978;359.2173
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_620.jpg;0;0;0;2.455347;114.9034;47.94176;359.772;36.54003;359.2968
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_686.jpg;-1.512388;0;0;2.44697;115.06;48.05739;359.7206;36.46023;359.4093
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_752.jpg;-4.501026;0;0;2.438501;115.1785;48.14172;359.687;36.06884;359.4495
..\training_data\3\IMG\robocam_2017_05_29_23_41_22_819.jpg;-4.489556;0;0;2.42563;115.2982;48.22362;359.6622;35.40042;359.4489
